"kobo_farmer_id","country","name_question","name_choice","module","theme","indicator","label_choice","label_question","type","type_question","list_name","name_question_recla"
"274119031","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"274119079","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"274119136","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"274119263","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"274287150","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"274617146","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"274915240","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"274915261","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"274915281","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275219208","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275233962","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275234002","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275558655","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275558664","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275595056","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275596442","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275596530","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275596540","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"275853249","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"276058658","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"276132361","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"276241400","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"276524020","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"276851608","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"276851613","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"278927456","zimbabwe","_1_4_3_1/3","3","performance","environmental","biodiversity_practices","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).","**Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?**","select_multiple 1_4_3_1","select_multiple","1_4_3_1","_1_4_3_1"
"272799497","zimbabwe","_2_8_4_1/Burning_plant_materials","Burning_plant_materials","performance","environmental","energy","Burning plant materials","**What types of energy do you use for: Irrigation**","select_multiple 2_8_4_1","select_multiple","2_8_4_1","_2_8_4_1"
"273732999","zimbabwe","_2_8_4_1/Burning_plant_materials","Burning_plant_materials","performance","environmental","energy","Burning plant materials","**What types of energy do you use for: Irrigation**","select_multiple 2_8_4_1","select_multiple","2_8_4_1","_2_8_4_1"
"273676624","zimbabwe","_2_8_4_1/Electricity","Electricity","performance","environmental","energy","Electricity (national grid)","**What types of energy do you use for: Irrigation**","select_multiple 2_8_4_1","select_multiple","2_8_4_1","_2_8_4_1"
"273732999","zimbabwe","_2_8_4_1/Gas","Gas","performance","environmental","energy","Gas","**What types of energy do you use for: Irrigation**","select_multiple 2_8_4_1","select_multiple","2_8_4_1","_2_8_4_1"
"273128598","zimbabwe","_2_8_4_1/Petrol_or_diesel","Petrol_or_diesel","performance","environmental","energy","Petrol or diesel","**What types of energy do you use for: Irrigation**","select_multiple 2_8_4_1","select_multiple","2_8_4_1","_2_8_4_1"
"273129861","zimbabwe","_2_8_4_1/Petrol_or_diesel","Petrol_or_diesel","performance","environmental","energy","Petrol or diesel","**What types of energy do you use for: Irrigation**","select_multiple 2_8_4_1","select_multiple","2_8_4_1","_2_8_4_1"
"273437730","zimbabwe","_2_8_4_1/Petrol_or_diesel","Petrol_or_diesel","performance","environmental","energy","Petrol or diesel","**What types of energy do you use for: Irrigation**","select_multiple 2_8_4_1","select_multiple","2_8_4_1","_2_8_4_1"
"273732786","zimbabwe","_2_8_4_1/Petrol_or_diesel","Petrol_or_diesel","performance","environmental","energy","Petrol or diesel","**What types of energy do you use for: Irrigation**","select_multiple 2_8_4_1","select_multiple","2_8_4_1","_2_8_4_1"
"272785806","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"272796405","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"272799497","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"272814278","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"272951213","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"272951350","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"272979074","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"272999349","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"272999445","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273000835","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273075329","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273075337","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273077132","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273128598","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273129861","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273145192","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273308473","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273309012","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273386759","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273386767","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273386779","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273387865","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273554599","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273581559","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273676579","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273676899","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273694095","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273732786","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273732999","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273781271","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273782166","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273785039","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273785070","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273785094","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273955054","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273955062","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273955485","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273955679","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273955747","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273957288","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273957322","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273962095","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273973585","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273980695","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"273981044","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274044677","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274090924","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274179682","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274240765","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274272276","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274287150","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274575514","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274575712","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274576259","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274576491","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274594830","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274617124","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274617146","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274883395","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274890580","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274895804","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274915240","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"274915261","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275184810","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275233962","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275234002","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275481379","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275558655","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275558664","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275595056","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275596442","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275596530","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275596540","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275596546","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275740287","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275792879","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275793961","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275802604","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
"275853249","zimbabwe","_2_8_4_2/Animal_traction","Animal_traction","performance","environmental","energy","Animal traction","**What types of energy do you use for: Tillage, sowing or harvesting**","select_multiple 2_8_4_2","select_multiple","2_8_4_2","_2_8_4_2"
