module,indicator,country,kobo_farmer_id,name_question,type,type_question,list_name,label_question,label_choice,name_choice,score_agroecology_module
agroecology,4_animal_health,zimbabwe,272978054,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,272979074,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,272999349,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,272999394,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,272999445,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273000835,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273075329,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273075337,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273077132,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273077277,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273098228,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273098232,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273128598,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273129861,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273145192,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273308473,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,273309012,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,273344326,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273368670,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273368690,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273386759,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273386767,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273386779,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273387865,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273395819,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273395825,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273437730,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273438050,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273554599,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273581559,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273581588,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273676579,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,273676624,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273676899,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273677838,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273694086,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273694095,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273701712,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273701713,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273732786,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273732999,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273781271,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273782166,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,273785016,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273785039,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273785070,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273785077,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273785094,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273785120,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273785134,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273954914,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,273955054,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273955062,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals suffer periodically/seasonally from hunger and thirst, stress or diseases, and are slaughtered without avoiding unnecessary pain.",2,2
agroecology,4_animal_health,zimbabwe,273955449,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273955485,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273955679,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273955747,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273957288,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273957290,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273957322,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273962095,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,273962216,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273964205,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,273973581,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273973585,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273980695,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,273981044,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,273981076,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274044677,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,274044701,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals suffer from hunger and thirst, stress and diseases all year long, and are slaughtered without avoiding unnecessary pain.",1,1
agroecology,4_animal_health,zimbabwe,274044729,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274044776,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274044785,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274090924,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274119031,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274119079,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274119136,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274119263,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274163561,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274165351,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274169955,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274169989,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274179682,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274186915,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274186917,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274240765,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,274263193,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274272276,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274273122,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274287150,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274573109,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274573130,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274575514,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,274575712,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274576250,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,274576259,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274576491,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,274594830,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274594938,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274617124,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274617146,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274665075,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,274665098,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274879806,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274883395,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274883537,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274886561,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274890580,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274895804,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274902110,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274905629,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274915240,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274915261,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,274915272,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,274915281,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",5,5
agroecology,4_animal_health,zimbabwe,275184810,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,275185887,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,275188124,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
agroecology,4_animal_health,zimbabwe,275190625,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",4,4
agroecology,4_animal_health,zimbabwe,275190637,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,275217941,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,275218245,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,275219208,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,275219329,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,Does not produce animals,NA,NA
agroecology,4_animal_health,zimbabwe,275233962,_2_10_1_1,select_one 2_10_1_1,select_one,2_10_1_1,**Are the animals of your farm healthy and happy?**,"Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",3,3
