,module,indicator,country,kobo_id,name_question,type,type_question,list_name,label_question,label_choice,name_choice,score_agroecology_module
1770,agroecology,12_governance,zimbabwe,275596546,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Always participates.,5,5
1771,agroecology,12_governance,zimbabwe,275740254,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1772,agroecology,12_governance,zimbabwe,275740287,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1773,agroecology,12_governance,zimbabwe,275740299,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1774,agroecology,12_governance,zimbabwe,275792771,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1775,agroecology,12_governance,zimbabwe,275792819,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1776,agroecology,12_governance,zimbabwe,275792865,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1777,agroecology,12_governance,zimbabwe,275792879,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1778,agroecology,12_governance,zimbabwe,275793251,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1779,agroecology,12_governance,zimbabwe,275793961,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1780,agroecology,12_governance,zimbabwe,275802604,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Always participates.,5,5
1781,agroecology,12_governance,zimbabwe,275802701,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1782,agroecology,12_governance,zimbabwe,275829210,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1783,agroecology,12_governance,zimbabwe,275830068,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1784,agroecology,12_governance,zimbabwe,275853249,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1785,agroecology,12_governance,zimbabwe,275853257,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Always participates.,5,5
1786,agroecology,12_governance,zimbabwe,276003238,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1787,agroecology,12_governance,zimbabwe,276003242,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1788,agroecology,12_governance,zimbabwe,276009583,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1789,agroecology,12_governance,zimbabwe,276025610,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1790,agroecology,12_governance,zimbabwe,276025620,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1791,agroecology,12_governance,zimbabwe,276056134,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1792,agroecology,12_governance,zimbabwe,276056555,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1793,agroecology,12_governance,zimbabwe,276057148,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1794,agroecology,12_governance,zimbabwe,276058658,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1795,agroecology,12_governance,zimbabwe,276076636,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1796,agroecology,12_governance,zimbabwe,276076668,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1797,agroecology,12_governance,zimbabwe,276132361,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Always participates.,5,5
1798,agroecology,12_governance,zimbabwe,276181335,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1799,agroecology,12_governance,zimbabwe,276184566,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1800,agroecology,12_governance,zimbabwe,276184637,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Always participates.,5,5
1801,agroecology,12_governance,zimbabwe,276206012,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1802,agroecology,12_governance,zimbabwe,276206041,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1803,agroecology,12_governance,zimbabwe,276218821,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1804,agroecology,12_governance,zimbabwe,276218982,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1805,agroecology,12_governance,zimbabwe,276241357,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Sometimes participates.,3,3
1806,agroecology,12_governance,zimbabwe,276241400,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Always participates.,5,5
1807,agroecology,12_governance,zimbabwe,276519012,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1808,agroecology,12_governance,zimbabwe,276524020,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1809,agroecology,12_governance,zimbabwe,276771369,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1810,agroecology,12_governance,zimbabwe,276771508,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1811,agroecology,12_governance,zimbabwe,276771578,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1812,agroecology,12_governance,zimbabwe,276851467,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1813,agroecology,12_governance,zimbabwe,276851500,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1814,agroecology,12_governance,zimbabwe,276851554,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1815,agroecology,12_governance,zimbabwe,276851608,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Never participates.,1,1
1816,agroecology,12_governance,zimbabwe,276851610,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Rarely participates.,2,2
1817,agroecology,12_governance,zimbabwe,276851613,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Always participates.,5,5
1818,agroecology,12_governance,zimbabwe,278927456,_2_2_1_1,select_one 2_2_1_1,select_one,2_2_1_1,**How often does your household participate in activities and meetings related to the management of your community's land and natural resources?**,Most of the times participates.,4,4
1819,agroecology,12_governance,zimbabwe,272780329,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1820,agroecology,12_governance,zimbabwe,272780344,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1821,agroecology,12_governance,zimbabwe,272785748,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1822,agroecology,12_governance,zimbabwe,272785806,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1823,agroecology,12_governance,zimbabwe,272796405,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1824,agroecology,12_governance,zimbabwe,272799312,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1825,agroecology,12_governance,zimbabwe,272799497,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1826,agroecology,12_governance,zimbabwe,272814278,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1827,agroecology,12_governance,zimbabwe,272814288,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1828,agroecology,12_governance,zimbabwe,272951213,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1829,agroecology,12_governance,zimbabwe,272951350,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1830,agroecology,12_governance,zimbabwe,272978054,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1831,agroecology,12_governance,zimbabwe,272979074,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1832,agroecology,12_governance,zimbabwe,272999349,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1833,agroecology,12_governance,zimbabwe,272999394,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1834,agroecology,12_governance,zimbabwe,272999445,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1835,agroecology,12_governance,zimbabwe,273000835,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1836,agroecology,12_governance,zimbabwe,273075329,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1837,agroecology,12_governance,zimbabwe,273075337,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1838,agroecology,12_governance,zimbabwe,273077132,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1839,agroecology,12_governance,zimbabwe,273077277,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1840,agroecology,12_governance,zimbabwe,273098228,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1841,agroecology,12_governance,zimbabwe,273098232,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1842,agroecology,12_governance,zimbabwe,273128598,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1843,agroecology,12_governance,zimbabwe,273129861,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1844,agroecology,12_governance,zimbabwe,273145192,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1845,agroecology,12_governance,zimbabwe,273308473,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1846,agroecology,12_governance,zimbabwe,273309012,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1847,agroecology,12_governance,zimbabwe,273344326,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1848,agroecology,12_governance,zimbabwe,273368670,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1849,agroecology,12_governance,zimbabwe,273368690,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1850,agroecology,12_governance,zimbabwe,273386759,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1851,agroecology,12_governance,zimbabwe,273386767,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1852,agroecology,12_governance,zimbabwe,273386779,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1853,agroecology,12_governance,zimbabwe,273387865,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1854,agroecology,12_governance,zimbabwe,273395819,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1855,agroecology,12_governance,zimbabwe,273395825,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1856,agroecology,12_governance,zimbabwe,273437730,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1857,agroecology,12_governance,zimbabwe,273438050,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1858,agroecology,12_governance,zimbabwe,273554599,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1859,agroecology,12_governance,zimbabwe,273581559,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1860,agroecology,12_governance,zimbabwe,273581588,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1861,agroecology,12_governance,zimbabwe,273676579,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1862,agroecology,12_governance,zimbabwe,273676624,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1863,agroecology,12_governance,zimbabwe,273676899,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1864,agroecology,12_governance,zimbabwe,273677838,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1865,agroecology,12_governance,zimbabwe,273694086,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1866,agroecology,12_governance,zimbabwe,273694095,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1867,agroecology,12_governance,zimbabwe,273701712,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1868,agroecology,12_governance,zimbabwe,273701713,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1869,agroecology,12_governance,zimbabwe,273732786,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1870,agroecology,12_governance,zimbabwe,273732999,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1871,agroecology,12_governance,zimbabwe,273781271,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1872,agroecology,12_governance,zimbabwe,273782166,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1873,agroecology,12_governance,zimbabwe,273785016,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1874,agroecology,12_governance,zimbabwe,273785039,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1875,agroecology,12_governance,zimbabwe,273785070,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1876,agroecology,12_governance,zimbabwe,273785077,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1877,agroecology,12_governance,zimbabwe,273785094,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1878,agroecology,12_governance,zimbabwe,273785120,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1879,agroecology,12_governance,zimbabwe,273785134,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1880,agroecology,12_governance,zimbabwe,273954914,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1881,agroecology,12_governance,zimbabwe,273955054,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1882,agroecology,12_governance,zimbabwe,273955062,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1883,agroecology,12_governance,zimbabwe,273955449,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1884,agroecology,12_governance,zimbabwe,273955485,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1885,agroecology,12_governance,zimbabwe,273955679,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1886,agroecology,12_governance,zimbabwe,273955747,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1887,agroecology,12_governance,zimbabwe,273957288,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1888,agroecology,12_governance,zimbabwe,273957290,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1889,agroecology,12_governance,zimbabwe,273957322,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1890,agroecology,12_governance,zimbabwe,273962095,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1891,agroecology,12_governance,zimbabwe,273962216,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1892,agroecology,12_governance,zimbabwe,273964205,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1893,agroecology,12_governance,zimbabwe,273973581,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1894,agroecology,12_governance,zimbabwe,273973585,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1895,agroecology,12_governance,zimbabwe,273980695,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1896,agroecology,12_governance,zimbabwe,273981044,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1897,agroecology,12_governance,zimbabwe,273981076,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1898,agroecology,12_governance,zimbabwe,274044677,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to all the decisions.,5,5
1899,agroecology,12_governance,zimbabwe,274044701,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1900,agroecology,12_governance,zimbabwe,274044729,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1901,agroecology,12_governance,zimbabwe,274044776,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to some decisions.,3,3
1902,agroecology,12_governance,zimbabwe,274044785,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
1903,agroecology,12_governance,zimbabwe,274090924,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to almost all the decisions.,4,4
1904,agroecology,12_governance,zimbabwe,274119031,_2_2_1_2,select_one 2_2_1_2,select_one,2_2_1_2,**How often does your household influence the decision-making that goes into the management of your community's land and natural resources?**,Contribute to few decisions.,2,2
